,Sentiment,Tweet
7538,neutral, thanks
7539,negative, put bottom ur baggage report For fun    
7540,neutral,  Same
7541,negative, I understand need drain lavatory fearing freezing policy checking boarding smh come on
7542,positive, I did worked well free aboard flight
7543,negative,   days word   Bad PR guys
7544,positive, Nick flight  awesome Please reward way He kept us smiling bad day travel 
7545,negative, Thats weather reLate Flightd You nice blaming weather Airport prepared Investigation time
7546,neutral, Can help tickets Vegas event I would stoked
7547,negative, no I expect higher level customer service  flight crews give us accurate information
7548,neutral, u r horriblewent online Cancelled Flight flightno buttonthatCalled CS wait time  minsput calledit hungupNOHELP
7549,negative, one bags make destination I claim ticket Any way help status location
7550,neutral,On brink bankruptcy  Our fleets fleek 
7551,negative, I hope happy You officially become next   IMO bankrupt 
7552,negative, Call Chairman call Emerald After today me call former customer
7553,positive, LUV Ya Too I sing song yall I finally get plane back Nashville 
7554,neutral, U blow
7555,neutral, flight DFW LIT way PDX tomorrow Cancelled Flighted Can help me
7556,negative, Ive trying  hours get hold someone
7557,neutral, bougth mc caren jfk agency delta airways  Delta refund money usairways doesnt accept refund
7558,negative, Dmed you Thank
7559,negative, customer service horrible
7560,negative, today sporadically changed flight departure  times  left two hours Late Flight Uncharacteristic u 
7561,negative, Thx responding  When bags came mad rush towards end jetwaywhy put thru baggage claim
7562,negative, bull crap I spent  recent trip Thats small change I got  AA miles Would  UA
7563,negative, jxst today would great honeymoon delay put der iy
7564,negative,   Im pregnant twins going abandon overnight airport No hotel When fault
7565,negative, Ive hold   hours  easier way Cancelled Flightget refund 
7566,negative,  know updates every  hours telling know bags also equally irritating 
7567,negative, I cant board thanks You guys moved standby Ive holding boarding pass since pm yesterday
7568,positive, see board tomorrow
7569,negative, boarding flight  captain informs could exceed the hrs regulation turned plane around Incredible
7570,neutral, adds AustinDallas Love Field route  
7571,negative, thank blowing vacation Couldnt get anywhere today make reservation also lost  bags mine
7572,neutral, How I watch  JFKgtSFO flight
7573,positive,  Thanks shoutout Candace Enjoy ride Always I adore American Airlines
7574,negative, Flight    hour weather delay  minute delay getting bags tired passengers
7575,positive, thnx info
7576,negative,  hrs Guess I hang  give using award miles prices jump Hm thanks 
7577,negative, I asked SOP said It now But yet  flights nothing Is policy not
7578,positive, FA attendant  PHL PWM tonight fab An asset team From F Have great night team
7579,neutral, Winter Weather Denver extended tomorrow chance Even Late Flightr day would super helpful
7580,negative, different airline
7581,negative, Delays due faulty engine light Great work guys Coming  hrs sitting plane 
7582,neutral, No worries Dont blame weather
7583,positive, thanks ride Chicago   
7584,negative, long mait Repair wait gate  Capt Said paperwork formality forced check bag rudelyreturning CC reader work
7585,positive, thank you DMing now
7586,negative, worst airline everleft without luggage  days submit  expenses offer refund  
7587,negative, You make hard fly you Delayed hour plane turning around  heading back gate 
7588,positive, thanks response  next flight  flight
7589,positive, thanks reply If get better seat next leg Munich That would nice
7590,neutral, I sent DM please help
7591,positive, cutest salt pepper shaker ever Just I think guys cant get better do 
7592,neutral, please help us get home tomorrow
7593,negative, plz advertise wifi gonna work thanks 
7594,negative, hello flight Cancelled Flightled  one desk KCI knows fuck happening
7595,negative, In  United unable look flight reservation passenger name YYZ checkin counter  WOW smh 
7596,positive,    outstanding customer service Thank you
7597,negative, three hours delayed flight staring blank screen At least heads could download movie
7598,negative, flight   delayedconnection help flight    help via email
7599,negative, yes still human I hope dealing horror stories people share I complained DOT Everyone
7600,neutral,  Kids left kindle fire HD  onboard UA ORDSFO today Row ABCDEF we whole row amongst  us Help
7601,negative, struggling hold  minutes kicked back start said couldnt handle amount calls
7602,negative, weve since am Cancelled Flightled flight twice
7603,negative,  Jackson Wyoming Delayed pilots Full toilets Deplaned ndary mechanical fail Cancelled Flightled flight pending
7604,negative, almost  hours I heard nothing yet reservations team What I supposed do
7605,negative, would sent next flight Haydensteamboat HDN Denver So Im hoping
7606,positive, Was nice see Veterans Advantage Program gate Sunday  MCOKeep good work JetBlue
7607,neutral, How I add TSA Pre number existing reservation
7608,negative, wait wait get straight I fly personal business But now sure 
7609,negative, delta flight LAX I compensated rental car there
7610,neutral, traveling bwi nMaryland morrw chance flight Cancelled Flightled inclement weather Any chance get earlier flight
7611,negative, airlines absolute worst They idea doing  
7612,negative, yes  times I need one call help change flight I cant online Thanks
7613,negative, Classic
7614,negative, ripped suitcase I yelled attitude Geraldine employee baggage centerWorst airline 
7615,negative, get refund also apology deplorable service
7616,neutral,    Can You Help  need help  
7617,negative, Is possible change FF number passenger Flight Booking Problems let change it
7618,neutral, Done
7619,negative, travel advis nyc phil PA winter weather US Air posted one yet Can I still change flt wo pen
7620,negative, flights HRL  limited route
7621,neutral, I need help reservation
7622,negative, Every time I try line disconnected bc system says many calls Glad screw matters much
7623,negative, How I supposed Cancelled Flight I cant online I want lose funds ticket HELP 
7624,negative, UA MLIgtDEN Will miss connection UA DENgtYEG due delay
7625,negative, I hold wcustomer service line  minutes This I phone agent  min bf call droped
7626,positive, chances actually flying Charleston today Cold rainy weather south places
7627,negative, Yes unbelievable Should free fare lock
7628,negative,  And many times exactly call leave number call back Because worked
7629,neutral, Americas largest airline passengers carried Wonder bc Customer Service Bible 
7630,neutral, hi I flew airline Australia saw zero kangaroos Had rectified
7631,negative, I never grossed life What disappointmentyet againflying you
7632,neutral,  hours still bag Could flown Costa Rica back now I gifts family bags
7633,neutral, status bag check area FFL
7634,negative, usually sorry involve moving people middle seats removing upgrade lists Guess thats club perk
7635,negative,Keep Waiting time cost anything  hundreds people payed thousand dollars feedback 
7636,negative, And really middle initial versus middle name All else same Not spending time computer issues
7637,negative, I did Still heard thing
7638,positive, Flying  weeks bringing blankets bc freezing
7639,negative, nope Called lost seating preference I paid for I still sit Well see happens w flight Late Flightr
7640,neutral, DM sent requested Make sure follow back DM back Thanks
7641,neutral, looking status flight  schedule  tomorrow morning thank
